iid	bam	sex
PTN118	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN118/trimmed_bam/PTN118_ss.A0101_udghalf.trimmed.bam	f
PTN156	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN156/trimmed_bam/PTN156_ss.A0101_udghalf.trimmed.bam	f
PTN087	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN087/trimmed_bam/PTN087_ss.B0101_udghalf.trimmed.bam	m
PTN302	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN302/trimmed_bam/PTN302_ss.A0101_udghalf.trimmed.bam	f
PTN140	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN140/trimmed_bam/PTN140_ss.B0101_udghalf.trimmed.bam	f
PTN298	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN298/trimmed_bam/PTN298_ss.A0101_udghalf.trimmed.bam	m
PTN229	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN229/merged_bams/initial/PTN229_ss_udghalf_libmerged_rmdup.bam	m
PTN365	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN365/trimmed_bam/PTN365_ss.A0101_udghalf.trimmed.bam	m
PTN185	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN185/merged_bams/initial/PTN185_ss_udghalf_libmerged_rmdup.bam	m
PTN079	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN079/trimmed_bam/PTN079_ss.A0101_udghalf.trimmed.bam	m
PTN104	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN104/trimmed_bam/PTN104_ss.A0101_udghalf.trimmed.bam	m
PTN092	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN092/trimmed_bam/PTN092_ss.A0101_udghalf.trimmed.bam	f
PTN312	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN312/trimmed_bam/PTN312_ss.A0101_udghalf.trimmed.bam	m
PTN296	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN296/trimmed_bam/PTN296_ss.B0101_udghalf.trimmed.bam	m
PTN241	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN241/merged_bams/initial/PTN241_ss_udghalf_libmerged_rmdup.bam	f
PTN441	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN441/trimmed_bam/PTN441_ss.A0101_udghalf.trimmed.bam	f
PTN266	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN266/trimmed_bam/PTN266_ss.A0101_udghalf.trimmed.bam	m
WIT003	/mnt/archgen/Autorun_eager/eager_outputs/SG/WIT/WIT003/trimmed_bam/WIT003_ss.A0101_udgnone.trimmed.bam	f
PTN249	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN249/merged_bams/initial/PTN249_ss_udghalf_libmerged_rmdup.bam	m
PTN153	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN153/trimmed_bam/PTN153_ss.B0101_udghalf.trimmed.bam	f
PTN371	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN371/trimmed_bam/PTN371_ss.B0101_udghalf.trimmed.bam	m
PTN463	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN463/trimmed_bam/PTN463_ss.A0101_udghalf.trimmed.bam	m
PTN110	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN110/trimmed_bam/PTN110_ss.B0101_udghalf.trimmed.bam	f
PTN333	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN333/trimmed_bam/PTN333_ss.A0101_udghalf.trimmed.bam	m
PTN355	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN355/trimmed_bam/PTN355_ss.A0101_udghalf.trimmed.bam	f
KKH027	/mnt/archgen/Autorun_eager/eager_outputs/SG/KKH/KKH027/trimmed_bam/KKH027_ss.A0101_udghalf.trimmed.bam	f
PTN392	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN392/trimmed_bam/PTN392_ss.A0101_udghalf.trimmed.bam	m
PTN117	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN117/trimmed_bam/PTN117_ss.B0101_udghalf.trimmed.bam	m
PTN081	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN081/trimmed_bam/PTN081_ss.B0101_udghalf.trimmed.bam	f
PTN252	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN252/merged_bams/initial/PTN252_ss_udghalf_libmerged_rmdup.bam	m
PTN281	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN281/trimmed_bam/PTN281_ss.A0101_udghalf.trimmed.bam	m
PTN163	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN163/trimmed_bam/PTN163_ss.A0101_udghalf.trimmed.bam	f
PTN198	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN198/merged_bams/initial/PTN198_ss_udghalf_libmerged_rmdup.bam	m
PTN167	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN167/merged_bams/initial/PTN167_ss_udghalf_libmerged_rmdup.bam	m
PTN475	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN475/trimmed_bam/PTN475_ss.A0101_udghalf.trimmed.bam	f
PTN216	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN216/merged_bams/initial/PTN216_ss_udghalf_libmerged_rmdup.bam	m
PTN152	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN152/trimmed_bam/PTN152_ss.B0101_udghalf.trimmed.bam	m
NKR002	/mnt/archgen/Autorun_eager/eager_outputs/SG/NKR/NKR002/trimmed_bam/NKR002_ss.A0101_udghalf.trimmed.bam	m
PTN383	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN383/trimmed_bam/PTN383_ss.B0101_udghalf.trimmed.bam	f
PTN487	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN487/trimmed_bam/PTN487_ss.A0101_udghalf.trimmed.bam	f
PTN402	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN402/trimmed_bam/PTN402_ss.B0101_udghalf.trimmed.bam	f
PTN159	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN159/trimmed_bam/PTN159_ss.A0101_udghalf.trimmed.bam	m
KKH017	/mnt/archgen/Autorun_eager/eager_outputs/SG/KKH/KKH017/trimmed_bam/KKH017_ss.A0101_udghalf.trimmed.bam	m
PTN254	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN254/merged_bams/initial/PTN254_ss_udghalf_libmerged_rmdup.bam	f
PTN352	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN352/trimmed_bam/PTN352_ss.B0101_udghalf.trimmed.bam	m
PTN308	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN308/trimmed_bam/PTN308_ss.A0101_udghalf.trimmed.bam	m
PTN155	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN155/trimmed_bam/PTN155_ss.A0101_udghalf.trimmed.bam	m
PTN470	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN470/trimmed_bam/PTN470_ss.A0101_udghalf.trimmed.bam	f
PTN417	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN417/trimmed_bam/PTN417_ss.B0101_udghalf.trimmed.bam	f
PTN255	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN255/merged_bams/initial/PTN255_ss_udghalf_libmerged_rmdup.bam	f
PTN180	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN180/merged_bams/initial/PTN180_ss_udghalf_libmerged_rmdup.bam	f
PTN311	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN311/trimmed_bam/PTN311_ss.A0101_udghalf.trimmed.bam	f
PTN325	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN325/trimmed_bam/PTN325_ss.B0101_udghalf.trimmed.bam	f
PTN119	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN119/trimmed_bam/PTN119_ss.B0101_udghalf.trimmed.bam	m
PTN314	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN314/trimmed_bam/PTN314_ss.A0101_udghalf.trimmed.bam	f
KKH007	/mnt/archgen/Autorun_eager/eager_outputs/SG/KKH/KKH007/trimmed_bam/KKH007_ss.A0101_udghalf.trimmed.bam	f
PTN443	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN443/trimmed_bam/PTN443_ss.B0101_udghalf.trimmed.bam	m
PTN143	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN143/trimmed_bam/PTN143_ss.A0101_udghalf.trimmed.bam	m
PTN385	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN385/trimmed_bam/PTN385_ss.B0101_udghalf.trimmed.bam	f
PTN335	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN335/trimmed_bam/PTN335_ss.B0101_udghalf.trimmed.bam	m
PTN080	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN080/trimmed_bam/PTN080_ss.A0101_udghalf.trimmed.bam	f
PTN238	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN238/merged_bams/initial/PTN238_ss_udghalf_libmerged_rmdup.bam	m
PTN389	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN389/trimmed_bam/PTN389_ss.B0101_udghalf.trimmed.bam	f
PTN404	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN404/trimmed_bam/PTN404_ss.A0101_udghalf.trimmed.bam	f
PTN301	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN301/trimmed_bam/PTN301_ss.A0101_udghalf.trimmed.bam	m
PTN200	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN200/merged_bams/initial/PTN200_ss_udghalf_libmerged_rmdup.bam	m
PTN220	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN220/merged_bams/initial/PTN220_ss_udghalf_libmerged_rmdup.bam	m
PTN213	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN213/merged_bams/initial/PTN213_ss_udghalf_libmerged_rmdup.bam	m
PTN436	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN436/trimmed_bam/PTN436_ss.A0101_udghalf.trimmed.bam	m
PTN129	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN129/trimmed_bam/PTN129_ss.B0101_udghalf.trimmed.bam	f
KKH014	/mnt/archgen/Autorun_eager/eager_outputs/SG/KKH/KKH014/trimmed_bam/KKH014_ss.A0101_udghalf.trimmed.bam	f
PTN095	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN095/trimmed_bam/PTN095_ss.B0101_udghalf.trimmed.bam	m
PTN398	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN398/trimmed_bam/PTN398_ss.A0101_udghalf.trimmed.bam	f
PTN234	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN234/merged_bams/initial/PTN234_ss_udghalf_libmerged_rmdup.bam	f
PTN469	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN469/trimmed_bam/PTN469_ss.B0101_udghalf.trimmed.bam	m
PTN215	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN215/merged_bams/initial/PTN215_ss_udghalf_libmerged_rmdup.bam	m
PTN218	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN218/merged_bams/initial/PTN218_ss_udghalf_libmerged_rmdup.bam	f
PTN457	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN457/trimmed_bam/PTN457_ss.B0101_udghalf.trimmed.bam	f
PTN034	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN034/merged_bams/additional/PTN034_ss_libmerged_add.bam	m
KKH022	/mnt/archgen/Autorun_eager/eager_outputs/SG/KKH/KKH022/trimmed_bam/KKH022_ss.A0101_udghalf.trimmed.bam	m
PTN471	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN471/trimmed_bam/PTN471_ss.A0101_udghalf.trimmed.bam	f
PTN260	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN260/trimmed_bam/PTN260_ss.A0101_udghalf.trimmed.bam	m
KKH003	/mnt/archgen/Autorun_eager/eager_outputs/SG/KKH/KKH003/trimmed_bam/KKH003_ss.A0101_udghalf.trimmed.bam	m
PTN170	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN170/merged_bams/initial/PTN170_ss_udghalf_libmerged_rmdup.bam	m
PTN420	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN420/trimmed_bam/PTN420_ss.B0101_udghalf.trimmed.bam	m
PTN459	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN459/trimmed_bam/PTN459_ss.B0101_udghalf.trimmed.bam	m
PTN124	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN124/trimmed_bam/PTN124_ss.B0101_udghalf.trimmed.bam	m
PTN440	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN440/trimmed_bam/PTN440_ss.A0101_udghalf.trimmed.bam	f
PTN203	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN203/merged_bams/initial/PTN203_ss_udghalf_libmerged_rmdup.bam	m
PTN285	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN285/trimmed_bam/PTN285_ss.B0101_udghalf.trimmed.bam	m
PTN356	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN356/trimmed_bam/PTN356_ss.B0101_udghalf.trimmed.bam	m
PTN096	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN096/trimmed_bam/PTN096_ss.B0101_udghalf.trimmed.bam	m
PTN288	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN288/trimmed_bam/PTN288_ss.A0101_udghalf.trimmed.bam	f
PTN406	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN406/trimmed_bam/PTN406_ss.B0101_udghalf.trimmed.bam	m
PTN253	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN253/merged_bams/initial/PTN253_ss_udghalf_libmerged_rmdup.bam	f
PTN109	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN109/trimmed_bam/PTN109_ss.B0101_udghalf.trimmed.bam	f
PTN489	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN489/trimmed_bam/PTN489_ss.A0101_udghalf.trimmed.bam	m
PTN108	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN108/trimmed_bam/PTN108_ss.B0101_udghalf.trimmed.bam	m
PTN169	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN169/merged_bams/initial/PTN169_ss_udghalf_libmerged_rmdup.bam	f
PTN134	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN134/trimmed_bam/PTN134_ss.B0101_udghalf.trimmed.bam	f
PTN242	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN242/merged_bams/initial/PTN242_ss_udghalf_libmerged_rmdup.bam	m
PTN161	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN161/trimmed_bam/PTN161_ss.A0101_udghalf.trimmed.bam	m
PTN093	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN093/trimmed_bam/PTN093_ss.A0101_udghalf.trimmed.bam	m
PTN482	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN482/trimmed_bam/PTN482_ss.A0101_udghalf.trimmed.bam	m
PTN144	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN144/trimmed_bam/PTN144_ss.A0101_udghalf.trimmed.bam	f
NKR014	/mnt/archgen/Autorun_eager/eager_outputs/SG/NKR/NKR014/trimmed_bam/NKR014_ss.A0101_udghalf.trimmed.bam	f
PTN181	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN181/merged_bams/initial/PTN181_ss_udghalf_libmerged_rmdup.bam	m
PTN166	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN166/merged_bams/initial/PTN166_ss_udghalf_libmerged_rmdup.bam	m
NKR013	/mnt/archgen/Autorun_eager/eager_outputs/SG/NKR/NKR013/trimmed_bam/NKR013_ss.A0101_udghalf.trimmed.bam	f
PTN387	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN387/trimmed_bam/PTN387_ss.B0101_udghalf.trimmed.bam	m
PTN449	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN449/trimmed_bam/PTN449_ss.B0101_udghalf.trimmed.bam	m
PTN391	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN391/trimmed_bam/PTN391_ss.B0101_udghalf.trimmed.bam	m
PTN367	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN367/trimmed_bam/PTN367_ss.A0101_udghalf.trimmed.bam	f
PTN464	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN464/trimmed_bam/PTN464_ss.B0101_udghalf.trimmed.bam	m
PTN381	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN381/trimmed_bam/PTN381_ss.B0101_udghalf.trimmed.bam	f
PTN446	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN446/trimmed_bam/PTN446_ss.A0101_udghalf.trimmed.bam	f
PTN474	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN474/trimmed_bam/PTN474_ss.B0101_udghalf.trimmed.bam	f
PTN377	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN377/trimmed_bam/PTN377_ss.B0101_udghalf.trimmed.bam	f
PTN399	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN399/trimmed_bam/PTN399_ss.A0101_udghalf.trimmed.bam	m
PTN382	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN382/trimmed_bam/PTN382_ss.B0101_udghalf.trimmed.bam	m
PTN368	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN368/trimmed_bam/PTN368_ss.B0101_udghalf.trimmed.bam	f
PTN458	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN458/trimmed_bam/PTN458_ss.A0101_udghalf.trimmed.bam	f
PTN246	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN246/merged_bams/initial/PTN246_ss_udghalf_libmerged_rmdup.bam	f
PTN344	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN344/trimmed_bam/PTN344_ss.A0101_udghalf.trimmed.bam	f
PTN282	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN282/trimmed_bam/PTN282_ss.A0101_udghalf.trimmed.bam	m
PTN265	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN265/trimmed_bam/PTN265_ss.A0101_udghalf.trimmed.bam	m
NKR003	/mnt/archgen/Autorun_eager/eager_outputs/SG/NKR/NKR003/trimmed_bam/NKR003_ss.A0101_udghalf.trimmed.bam	m
PTN411	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN411/trimmed_bam/PTN411_ss.B0101_udghalf.trimmed.bam	m
PTN445	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN445/trimmed_bam/PTN445_ss.B0101_udghalf.trimmed.bam	m
PTN483	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN483/trimmed_bam/PTN483_ss.B0101_udghalf.trimmed.bam	f
PTN465	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN465/trimmed_bam/PTN465_ss.A0101_udghalf.trimmed.bam	f
PTN244	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN244/merged_bams/initial/PTN244_ss_udghalf_libmerged_rmdup.bam	m
PTN343	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN343/trimmed_bam/PTN343_ss.A0101_udghalf.trimmed.bam	f
PTN434	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN434/trimmed_bam/PTN434_ss.B0101_udghalf.trimmed.bam	m
PTN018	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN018/merged_bams/additional/PTN018_ss_libmerged_add.bam	f
PTN138	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN138/trimmed_bam/PTN138_ss.B0101_udghalf.trimmed.bam	f
PTN372	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN372/trimmed_bam/PTN372_ss.A0101_udghalf.trimmed.bam	f
PTN121	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN121/trimmed_bam/PTN121_ss.A0101_udghalf.trimmed.bam	m
PTN212	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN212/merged_bams/initial/PTN212_ss_udghalf_libmerged_rmdup.bam	m
PTN243	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN243/merged_bams/initial/PTN243_ss_udghalf_libmerged_rmdup.bam	f
PTN410	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN410/trimmed_bam/PTN410_ss.B0101_udghalf.trimmed.bam	f
PTN267	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN267/trimmed_bam/PTN267_ss.A0101_udghalf.trimmed.bam	m
PTN424	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN424/trimmed_bam/PTN424_ss.B0101_udghalf.trimmed.bam	f
PTN348	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN348/trimmed_bam/PTN348_ss.B0101_udghalf.trimmed.bam	m
KKH004	/mnt/archgen/Autorun_eager/eager_outputs/SG/KKH/KKH004/trimmed_bam/KKH004_ss.A0101_udghalf.trimmed.bam	m
PTN396	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN396/trimmed_bam/PTN396_ss.B0101_udghalf.trimmed.bam	m
NKR006	/mnt/archgen/Autorun_eager/eager_outputs/SG/NKR/NKR006/trimmed_bam/NKR006_ss.A0101_udghalf.trimmed.bam	f
PTN397	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN397/trimmed_bam/PTN397_ss.B0101_udghalf.trimmed.bam	f
PTN351	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN351/trimmed_bam/PTN351_ss.B0101_udghalf.trimmed.bam	m
PTN304	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN304/trimmed_bam/PTN304_ss.B0101_udghalf.trimmed.bam	m
PTN178	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN178/merged_bams/initial/PTN178_ss_udghalf_libmerged_rmdup.bam	f
PTN125	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN125/trimmed_bam/PTN125_ss.B0101_udghalf.trimmed.bam	f
PTN221	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN221/merged_bams/initial/PTN221_ss_udghalf_libmerged_rmdup.bam	f
PTN290	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN290/trimmed_bam/PTN290_ss.B0101_udghalf.trimmed.bam	f
PTN114	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN114/trimmed_bam/PTN114_ss.A0101_udghalf.trimmed.bam	m
PTN274	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN274/trimmed_bam/PTN274_ss.A0101_udghalf.trimmed.bam	m
PTN182	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN182/merged_bams/initial/PTN182_ss_udghalf_libmerged_rmdup.bam	f
PTN278	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN278/trimmed_bam/PTN278_ss.A0101_udghalf.trimmed.bam	m
PTN232	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN232/merged_bams/initial/PTN232_ss_udghalf_libmerged_rmdup.bam	f
PTN490	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN490/trimmed_bam/PTN490_ss.A0101_udghalf.trimmed.bam	f
PTN361	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN361/trimmed_bam/PTN361_ss.B0101_udghalf.trimmed.bam	f
PTN223	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN223/merged_bams/initial/PTN223_ss_udghalf_libmerged_rmdup.bam	m
PTN145	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN145/trimmed_bam/PTN145_ss.B0101_udghalf.trimmed.bam	m
PTN488	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN488/trimmed_bam/PTN488_ss.A0101_udghalf.trimmed.bam	f
PTN183	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN183/merged_bams/initial/PTN183_ss_udghalf_libmerged_rmdup.bam	m
PTN247	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN247/merged_bams/initial/PTN247_ss_udghalf_libmerged_rmdup.bam	f
PTN393	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN393/trimmed_bam/PTN393_ss.B0101_udghalf.trimmed.bam	m
PTN186	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN186/merged_bams/initial/PTN186_ss_udghalf_libmerged_rmdup.bam	m
PTN345	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN345/trimmed_bam/PTN345_ss.B0101_udghalf.trimmed.bam	f
PTN437	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN437/trimmed_bam/PTN437_ss.B0101_udghalf.trimmed.bam	m
PTN165	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN165/trimmed_bam/PTN165_ss.B0101_udghalf.trimmed.bam	m
PTN176	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN176/merged_bams/initial/PTN176_ss_udghalf_libmerged_rmdup.bam	f
PTN130	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN130/trimmed_bam/PTN130_ss.B0101_udghalf.trimmed.bam	f
PTN492	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN492/trimmed_bam/PTN492_ss.A0101_udghalf.trimmed.bam	f
PTN328	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN328/trimmed_bam/PTN328_ss.B0101_udghalf.trimmed.bam	m
PTN317	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN317/merged_bams/initial/PTN317_ss_udghalf_libmerged_rmdup.bam	f
PTN141	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN141/trimmed_bam/PTN141_ss.B0101_udghalf.trimmed.bam	m
PTN107	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN107/trimmed_bam/PTN107_ss.B0101_udghalf.trimmed.bam	f
PTN283	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN283/trimmed_bam/PTN283_ss.B0101_udghalf.trimmed.bam	m
PTN462	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN462/trimmed_bam/PTN462_ss.B0101_udghalf.trimmed.bam	m
PTN210	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN210/merged_bams/initial/PTN210_ss_udghalf_libmerged_rmdup.bam	f
PTN435	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN435/trimmed_bam/PTN435_ss.B0101_udghalf.trimmed.bam	f
PTN237	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN237/trimmed_bam/PTN237_ss.B0201_udghalf.trimmed.bam	f
